timestamp,service,endpoint,response_time_ms,status_code,error
2026-01-01 00:53:41,auth,/login,65,200,False
2026-01-01 00:53:54,events,/delete,75,200,False
2026-01-01 00:53:55,auth,/logout,35,200,False
2026-01-01 00:54:34,events,/list,109,200,False
2026-01-01 00:54:48,payments,/verify,174,200,False
2026-01-01 00:55:04,auth,/login,86,200,False
2026-01-01 00:55:16,auth,/login,64,200,False
2026-01-01 00:55:32,auth,/login,71,200,False
2026-01-01 00:55:32,auth,/login,78,200,False
2026-01-01 00:55:58,events,/create,111,200,False
2026-01-01 00:56:01,events,/create,138,200,False
2026-01-01 00:56:10,auth,/logout,21,200,False
2026-01-01 00:56:16,events,/list,70,200,False
2026-01-01 00:56:35,auth,/logout,30,200,False
2026-01-01 00:56:38,auth,/logout,19,200,False
2026-01-01 00:56:51,auth,/login,90,200,False
2026-01-01 00:56:51,auth,/logout,32,200,False
2026-01-01 00:57:08,events,/create,126,200,False
2026-01-01 00:57:11,payments,/history,162,200,False
2026-01-01 00:57:28,payments,/verify,146,200,False
2026-01-01 00:57:45,payments,/checkout,248,200,False
2026-01-01 00:57:54,auth,/login,67,200,False
2026-01-01 00:58:48,payments,/checkout,172,200,False
2026-01-01 00:59:06,auth,/login,102,200,False
2026-01-01 00:59:20,auth,/login,114,400,True
2026-01-01 00:59:42,events,/list,203,200,False
2026-01-01 00:59:43,auth,/logout,15,200,False
2026-01-01 00:59:47,auth,/logout,20,200,False
2026-01-01 00:59:59,auth,/login,59,200,False
2026-01-01 01:00:11,auth,/login,56,200,False
2026-01-01 01:00:21,auth,/login,54,200,False
2026-01-01 01:00:39,auth,/register,134,200,False
2026-01-01 01:00:43,payments,/checkout,259,200,False
2026-01-01 01:00:44,events,/create,107,200,False
2026-01-01 01:00:54,auth,/login,72,400,True
2026-01-01 01:00:57,auth,/reset-password,171,200,False
2026-01-01 01:01:05,auth,/reset-password,299,200,False
2026-01-01 01:01:26,events,/list,93,200,False
2026-01-01 01:01:48,auth,/register,185,200,False
2026-01-01 01:01:49,auth,/login,45,200,False
2026-01-01 01:01:54,auth,/register,149,400,True
2026-01-01 01:02:08,events,/update,59,200,False
2026-01-01 01:02:48,events,/create,136,200,False
2026-01-01 01:03:19,payments,/checkout,225,200,False
2026-01-01 01:03:24,events,/list,89,200,False
2026-01-01 01:03:38,payments,/checkout,418,200,False
2026-01-01 01:03:47,auth,/login,48,200,False
2026-01-01 01:04:01,payments,/refund,271,200,False
2026-01-01 01:04:02,payments,/verify,241,200,False
2026-01-01 01:04:12,events,/list,76,200,False
2026-01-01 01:04:18,events,/list,85,200,False
2026-01-01 01:04:19,auth,/login,87,200,False
2026-01-01 01:04:37,auth,/login,44,200,False
2026-01-01 01:04:53,auth,/login,65,200,False
2026-01-01 01:05:16,auth,/login,82,200,False
2026-01-01 01:05:18,auth,/register,133,200,False
2026-01-01 01:05:38,auth,/login,147,200,False
2026-01-01 01:05:43,auth,/logout,36,200,False
2026-01-01 01:05:43,payments,/history,145,200,False
2026-01-01 01:06:10,auth,/logout,33,200,False
2026-01-01 01:06:36,events,/list,104,200,False
2026-01-01 01:06:53,events,/list,104,200,False
2026-01-01 01:07:07,auth,/register,180,200,False
2026-01-01 01:07:10,auth,/logout,20,200,False
2026-01-01 01:07:28,auth,/login,83,200,False
2026-01-01 01:07:45,events,/list,120,200,False
2026-01-01 01:08:24,events,/create,142,200,False
2026-01-01 01:08:25,events,/update,97,200,False
2026-01-01 01:09:08,events,/create,105,200,False
2026-01-01 01:09:14,events,/list,117,200,False
2026-01-01 01:09:20,payments,/checkout,213,200,False
2026-01-01 01:09:33,payments,/checkout,265,200,False
2026-01-01 01:09:37,events,/list,47,200,False
2026-01-01 01:09:40,auth,/logout,26,200,False
2026-01-01 01:10:03,auth,/login,106,200,False
2026-01-01 01:10:17,auth,/register,112,200,False
2026-01-01 01:10:32,auth,/login,82,200,False
2026-01-01 01:10:38,payments,/history,242,200,False
2026-01-01 01:10:49,events,/list,96,200,False
2026-01-01 01:11:02,auth,/logout,23,200,False
2026-01-01 01:11:36,auth,/login,90,200,False
2026-01-01 01:12:08,auth,/reset-password,243,200,False
2026-01-01 01:12:16,auth,/login,64,200,False
2026-01-01 01:12:21,events,/update,165,200,False
2026-01-01 01:12:24,auth,/login,66,200,False
2026-01-01 01:12:42,auth,/login,86,200,False
2026-01-01 01:12:52,events,/update,109,200,False
2026-01-01 01:12:52,events,/list,93,200,False
2026-01-01 01:13:01,auth,/login,66,200,False
2026-01-01 01:13:06,auth,/login,91,200,False
2026-01-01 01:13:08,events,/list,99,200,False
2026-01-01 01:13:09,auth,/login,73,200,False
2026-01-01 01:14:32,auth,/register,155,200,False
2026-01-01 01:15:11,events,/list,53,200,False
2026-01-01 01:15:26,auth,/logout,30,200,False
2026-01-01 01:15:53,events,/list,78,200,False
2026-01-01 01:15:53,payments,/verify,124,200,False
2026-01-01 01:16:04,events,/list,44,200,False
2026-01-01 01:16:13,auth,/logout,18,200,False
2026-01-01 01:16:21,events,/list,93,200,False
2026-01-01 01:16:30,events,/create,89,200,False
2026-01-01 01:16:34,auth,/reset-password,323,200,False
2026-01-01 01:16:36,events,/delete,67,200,False
2026-01-01 01:17:05,auth,/login,96,200,False
2026-01-01 01:17:18,events,/create,85,200,False
2026-01-01 01:17:32,auth,/login,41,200,False
2026-01-01 01:18:22,payments,/checkout,345,200,False
2026-01-01 01:18:30,payments,/history,142,200,False
2026-01-01 01:18:35,events,/list,74,200,False
2026-01-01 01:18:59,auth,/login,142,200,False
2026-01-01 01:19:32,auth,/register,129,200,False
2026-01-01 01:20:30,auth,/login,65,200,False
2026-01-01 01:20:53,events,/list,89,200,False
2026-01-01 01:21:10,auth,/register,170,200,False
2026-01-01 01:21:17,events,/list,116,200,False
2026-01-01 01:21:21,events,/list,114,200,False
2026-01-01 01:21:27,payments,/checkout,207,200,False
2026-01-01 01:21:42,events,/list,152,200,False
2026-01-01 01:22:44,auth,/login,44,200,False
2026-01-01 01:22:46,auth,/login,83,200,False
2026-01-01 01:22:49,events,/list,92,200,False
2026-01-01 01:22:57,events,/create,126,200,False
2026-01-01 01:23:02,auth,/register,97,200,False
2026-01-01 01:23:14,payments,/history,128,200,False
2026-01-01 01:23:18,auth,/register,123,200,False
2026-01-01 01:23:56,payments,/verify,144,200,False
2026-01-01 01:24:01,events,/create,134,200,False
2026-01-01 01:24:11,auth,/logout,28,200,False
2026-01-01 01:24:23,auth,/login,81,200,False
2026-01-01 01:24:35,payments,/verify,149,401,True
2026-01-01 01:24:45,auth,/login,77,200,False
2026-01-01 01:24:47,auth,/login,41,200,False
2026-01-01 01:25:03,events,/list,56,200,False
2026-01-01 01:25:43,payments,/checkout,324,200,False
2026-01-01 01:25:57,payments,/checkout,229,500,True
2026-01-01 01:26:01,events,/list,113,200,False
2026-01-01 01:26:01,payments,/history,197,200,False
2026-01-01 01:26:06,payments,/checkout,263,200,False
2026-01-01 01:26:14,payments,/history,240,200,False
2026-01-01 01:26:31,events,/update,112,200,False
2026-01-01 01:27:12,events,/list,90,200,False
2026-01-01 01:27:56,auth,/login,76,200,False
2026-01-01 01:27:57,payments,/checkout,490,200,False
2026-01-01 01:28:08,auth,/login,103,200,False
2026-01-01 01:28:09,auth,/login,67,200,False
2026-01-01 01:28:11,auth,/logout,32,401,True
2026-01-01 01:28:12,events,/delete,62,200,False
2026-01-01 01:28:13,payments,/verify,116,200,False
2026-01-01 01:28:21,auth,/logout,30,200,False
2026-01-01 01:28:46,auth,/register,288,200,False
2026-01-01 01:28:48,auth,/login,63,200,False
2026-01-01 01:28:59,events,/update,84,200,False
2026-01-01 01:29:23,events,/create,187,200,False
2026-01-01 01:29:44,events,/list,73,200,False
2026-01-01 01:29:49,auth,/login,93,200,False
2026-01-01 01:30:14,events,/update,80,200,False
2026-01-01 01:30:35,payments,/history,120,200,False
2026-01-01 01:31:14,auth,/reset-password,181,200,False
2026-01-01 01:31:34,auth,/login,73,200,False
2026-01-01 01:31:35,events,/list,60,200,False
2026-01-01 01:32:09,events,/list,96,200,False
2026-01-01 01:32:35,events,/list,95,200,False
2026-01-01 01:32:40,auth,/login,74,200,False
2026-01-01 01:32:48,auth,/login,123,200,False
2026-01-01 01:32:49,payments,/checkout,265,200,False
2026-01-01 01:33:17,auth,/login,90,200,False
2026-01-01 01:33:35,auth,/login,45,200,False
2026-01-01 01:33:52,payments,/checkout,178,200,False
2026-01-01 01:34:05,auth,/register,120,200,False
2026-01-01 01:34:06,events,/update,109,200,False
2026-01-01 01:34:20,events,/list,83,200,False
2026-01-01 01:34:28,auth,/login,49,200,False
2026-01-01 01:34:43,events,/list,175,200,False
2026-01-01 01:34:47,auth,/login,92,200,False
2026-01-01 01:35:08,auth,/register,136,200,False
2026-01-01 01:35:11,events,/list,109,200,False
2026-01-01 01:35:26,auth,/logout,22,200,False
2026-01-01 01:35:29,payments,/refund,185,200,False
2026-01-01 01:36:03,auth,/logout,35,200,False
2026-01-01 01:36:19,payments,/history,130,200,False
2026-01-01 01:36:42,auth,/login,85,200,False
2026-01-01 01:37:04,auth,/login,64,200,False
2026-01-01 01:37:25,auth,/login,102,200,False
2026-01-01 01:37:41,events,/list,153,200,False
2026-01-01 01:38:19,auth,/login,56,200,False
2026-01-01 01:38:30,auth,/logout,36,200,False
2026-01-01 01:38:30,auth,/reset-password,192,200,False
2026-01-01 01:38:34,auth,/logout,33,200,False
2026-01-01 01:38:40,events,/list,57,200,False
2026-01-01 01:39:20,events,/list,91,200,False
2026-01-01 01:39:26,auth,/register,139,200,False
2026-01-01 01:40:16,events,/update,95,200,False
2026-01-01 01:40:40,events,/list,91,200,False
2026-01-01 01:40:58,auth,/reset-password,209,200,False
2026-01-01 01:41:08,auth,/logout,32,200,False
2026-01-01 01:41:46,events,/list,95,200,False
2026-01-01 01:42:47,auth,/login,51,200,False
2026-01-01 01:42:52,auth,/login,59,200,False
2026-01-01 01:42:56,payments,/history,131,200,False
2026-01-01 01:43:01,events,/list,51,200,False
2026-01-01 01:43:09,events,/list,136,200,False
2026-01-01 01:43:13,auth,/login,59,200,False
2026-01-01 01:43:38,auth,/register,156,200,False
2026-01-01 01:43:55,auth,/reset-password,223,200,False
2026-01-01 01:43:58,auth,/register,204,200,False
2026-01-01 01:44:05,payments,/history,78,200,False
2026-01-01 01:44:10,auth,/login,47,200,False
2026-01-01 01:44:18,events,/list,76,200,False
2026-01-01 01:44:20,events,/update,57,200,False
2026-01-01 01:44:24,auth,/login,35,200,False
2026-01-01 01:45:03,payments,/checkout,243,200,False
2026-01-01 01:45:18,payments,/checkout,262,200,False
2026-01-01 01:45:25,payments,/checkout,290,200,False
2026-01-01 01:45:35,events,/list,78,200,False
2026-01-01 01:46:07,payments,/history,154,200,False
2026-01-01 01:46:17,events,/list,129,200,False
2026-01-01 01:46:39,payments,/checkout,386,200,False
2026-01-01 01:46:39,auth,/logout,29,200,False
2026-01-01 01:46:56,auth,/logout,13,200,False
2026-01-01 01:47:04,auth,/logout,34,200,False
2026-01-01 01:48:14,events,/list,136,200,False
2026-01-01 01:48:16,payments,/history,92,200,False
2026-01-01 01:48:18,payments,/checkout,302,200,False
2026-01-01 01:48:39,auth,/login,111,200,False
2026-01-01 01:48:40,auth,/register,91,200,False
2026-01-01 01:48:41,events,/create,194,200,False
2026-01-01 01:48:57,auth,/login,75,200,False
2026-01-01 01:48:59,events,/list,74,200,False
2026-01-01 01:49:02,payments,/checkout,438,400,True
2026-01-01 01:49:03,auth,/register,190,200,False
2026-01-01 01:49:13,auth,/login,62,200,False
2026-01-01 01:49:14,auth,/register,126,200,False
2026-01-01 01:50:06,events,/list,81,200,False
2026-01-01 01:50:10,auth,/login,62,200,False
2026-01-01 01:50:14,auth,/register,134,200,False
2026-01-01 01:50:30,auth,/logout,31,200,False
2026-01-01 01:50:31,auth,/login,92,200,False
2026-01-01 01:50:42,events,/update,120,200,False
2026-01-01 01:50:43,auth,/register,231,200,False
2026-01-01 01:50:45,events,/create,76,200,False
2026-01-01 01:51:06,auth,/logout,31,200,False
2026-01-01 01:51:14,events,/delete,68,200,False
2026-01-01 01:51:25,auth,/login,54,200,False
2026-01-01 01:51:29,events,/list,48,200,False
2026-01-01 01:51:35,events,/list,42,200,False
2026-01-01 01:51:47,events,/list,87,200,False
2026-01-01 01:52:01,auth,/login,47,200,False
2026-01-01 01:52:15,events,/update,57,200,False
2026-01-01 01:52:23,auth,/login,78,200,False
2026-01-01 01:52:50,auth,/register,86,200,False
2026-01-01 01:52:59,auth,/logout,28,200,False
2026-01-01 01:53:39,payments,/history,168,200,False
2026-01-01 01:54:15,events,/update,51,200,False
2026-01-01 01:54:28,auth,/login,54,200,False
2026-01-01 01:54:52,events,/list,73,200,False
2026-01-01 01:55:18,payments,/checkout,198,200,False
2026-01-01 01:55:38,auth,/login,72,200,False
2026-01-01 01:55:46,auth,/login,70,200,False
2026-01-01 01:55:48,events,/list,57,200,False
2026-01-01 01:56:06,payments,/refund,264,200,False
2026-01-01 01:57:02,events,/create,114,200,False
2026-01-01 01:57:21,auth,/login,137,200,False
2026-01-01 01:57:36,auth,/login,51,200,False
2026-01-01 01:57:54,payments,/checkout,256,200,False
2026-01-01 01:57:56,events,/create,76,200,False
2026-01-01 01:58:07,auth,/reset-password,150,200,False
2026-01-01 01:58:27,payments,/checkout,157,200,False
2026-01-01 01:58:42,auth,/login,92,401,True
2026-01-01 01:59:14,auth,/login,69,500,True
2026-01-01 01:59:45,events,/delete,70,200,False
2026-01-01 01:59:53,payments,/verify,121,200,False
2026-01-01 01:59:54,auth,/logout,24,200,False
2026-01-01 02:00:07,auth,/register,140,200,False
2026-01-01 02:00:54,events,/list,74,200,False
2026-01-01 02:01:06,auth,/login,36,200,False
2026-01-01 02:01:24,auth,/logout,19,200,False
2026-01-01 02:03:27,auth,/login,41,200,False
2026-01-01 02:03:45,auth,/login,64,200,False
2026-01-01 02:04:34,auth,/logout,46,200,False
2026-01-01 02:04:36,payments,/history,237,200,False
2026-01-01 02:07:23,auth,/login,44,200,False
2026-01-01 02:07:36,auth,/login,72,200,False
2026-01-01 02:08:08,auth,/register,87,200,False
2026-01-01 02:08:23,events,/delete,114,200,False
2026-01-01 02:10:38,payments,/checkout,145,200,False
2026-01-01 02:10:45,events,/list,37,200,False
2026-01-01 02:10:45,auth,/login,41,200,False
2026-01-01 02:10:52,auth,/login,41,200,False
2026-01-01 02:11:45,auth,/login,128,200,False
2026-01-01 02:13:58,auth,/login,49,200,False
2026-01-01 02:14:17,auth,/login,63,200,False
2026-01-01 02:14:40,events,/list,62,200,False
2026-01-01 02:17:41,auth,/logout,14,200,False
2026-01-01 02:18:46,events,/list,113,200,False
2026-01-01 02:19:18,events,/list,67,200,False
2026-01-01 02:20:04,auth,/logout,16,200,False
2026-01-01 02:20:34,auth,/login,51,200,False
2026-01-01 02:20:48,events,/list,68,200,False
2026-01-01 02:20:52,events,/list,83,200,False
2026-01-01 02:20:53,events,/list,46,200,False
2026-01-01 02:22:05,payments,/checkout,307,200,False
2026-01-01 02:22:21,auth,/logout,21,200,False
2026-01-01 02:22:50,payments,/checkout,125,200,False
2026-01-01 02:23:20,events,/create,89,200,False
2026-01-01 02:23:31,auth,/logout,26,200,False
2026-01-01 02:23:34,payments,/checkout,238,200,False
2026-01-01 02:24:17,events,/list,119,200,False
2026-01-01 02:25:26,events,/list,63,200,False
2026-01-01 02:26:04,auth,/register,154,200,False
2026-01-01 02:26:22,auth,/logout,19,200,False
2026-01-01 02:26:52,events,/create,61,403,True
2026-01-01 02:27:34,events,/create,72,200,False
2026-01-01 02:27:37,auth,/login,56,200,False
2026-01-01 02:28:50,events,/create,88,200,False
2026-01-01 02:29:08,auth,/login,47,403,True
2026-01-01 02:29:14,auth,/logout,18,200,False
2026-01-01 02:29:32,events,/list,59,200,False
2026-01-01 02:29:55,payments,/verify,130,200,False
2026-01-01 02:30:03,payments,/history,111,200,False
2026-01-01 02:31:02,events,/list,74,200,False
2026-01-01 02:33:21,auth,/login,49,200,False
2026-01-01 02:33:26,events,/delete,51,200,False
2026-01-01 02:34:05,auth,/login,46,200,False
2026-01-01 02:34:10,auth,/login,54,200,False
2026-01-01 02:34:59,payments,/history,97,200,False
2026-01-01 02:35:59,events,/create,51,200,False
2026-01-01 02:36:20,auth,/logout,29,200,False
2026-01-01 02:37:04,payments,/checkout,311,200,False
2026-01-01 02:37:32,auth,/login,85,200,False
2026-01-01 02:39:20,events,/list,77,200,False
2026-01-01 02:40:09,events,/create,122,404,True
2026-01-01 02:40:22,events,/create,109,200,False
2026-01-01 02:40:39,auth,/login,44,200,False
2026-01-01 02:42:19,events,/list,46,200,False
2026-01-01 02:44:02,events,/list,44,200,False
2026-01-01 02:44:19,events,/create,88,400,True
2026-01-01 02:44:25,events,/list,75,200,False
2026-01-01 02:44:50,payments,/history,108,200,False
2026-01-01 02:44:54,events,/list,100,200,False
2026-01-01 02:45:21,auth,/register,104,200,False
2026-01-01 02:45:44,events,/list,47,200,False
2026-01-01 02:45:53,auth,/logout,25,200,False
2026-01-01 02:45:53,payments,/checkout,244,200,False
2026-01-01 02:46:38,auth,/login,62,200,False
2026-01-01 02:46:43,auth,/login,63,200,False
2026-01-01 02:46:51,payments,/checkout,241,503,True
2026-01-01 02:46:51,auth,/login,63,200,False
2026-01-01 02:47:21,auth,/register,58,200,False
2026-01-01 02:48:31,auth,/logout,21,200,False
2026-01-01 02:48:34,events,/list,58,200,False
2026-01-01 02:50:02,auth,/login,71,503,True
2026-01-01 02:50:49,payments,/refund,139,200,False
